url,name,subdomain,yt_vods,twitch_vods
https://challonge.com/ROOM21_29,ROOM21_29,room21,,
https://challonge.com/ROOM21_30,ROOM21_30,room21,,
https://challonge.com/ROOM21_31,ROOM21_31,room21,,2495778040;2495681678
https://challonge.com/ROOM21_32,ROOM21_32,room21,,
https://challonge.com/ROOM21_33,ROOM21_33,room21,,
https://challonge.com/ROOM21_34,ROOM21_34,room21,,
https://challonge.com/ROOM21_35,ROOM21_35,room21,,
https://challonge.com/ROOM21_36,ROOM21_36,room21,,
https://challonge.com/ROOM21_37,ROOM21_37,room21,,
https://challonge.com/ROOM21_38,ROOM21_38,room21,,
https://challonge.com/ROOM21_39,ROOM21_39,room21,QnXZVTCc6hQ,2545798165
https://challonge.com/ROOM21_40,ROOM21_40,room21,,
https://challonge.com/ROOM21_41,ROOM21_41,room21,,
https://challonge.com/ROOM21_42,ROOM21_42,room21,NjCM3r6MH9I,2563211733
https://challonge.com/ROOM21_43,ROOM21_43,room21,,
https://challonge.com/ROOM21_44,ROOM21_44,room21,,
https://challonge.com/ROOM21_45,ROOM21_45,room21,,
https://challonge.com/ROOM21_46,ROOM21_46,room21,,
https://challonge.com/ROOM21_47,ROOM21_47,room21,,
https://challonge.com/ROOM21_48,ROOM21_48,room21,,
https://challonge.com/tastyrace1,tastyrace1,,,
https://challonge.com/llb_delta1,llb_delta1,a5eb02e276cfbbe7075bf4c2,bg85ODnKYBs,
https://challonge.com/llb_delta2,llb_delta2,a5eb02e276cfbbe7075bf4c2,g-m1irzicXc,2431220189
https://challonge.com/llb_delta3,llb_delta3,a5eb02e276cfbbe7075bf4c2,149-kq8eplc,2443478938
https://challonge.com/llb_delta4,llb_delta4,a5eb02e276cfbbe7075bf4c2,81pYtdJk5Uo,2455566774
https://challonge.com/llb_delta5,llb_delta5,a5eb02e276cfbbe7075bf4c2,N0Y85ytjtnc,2486145053
https://challonge.com/llb_delta6,llb_delta6,a5eb02e276cfbbe7075bf4c2,hiOTofJPKZ8,2541930400
https://challonge.com/llb_delta7,llb_delta7,a5eb02e276cfbbe7075bf4c2,CGYPNa47KlM,2553859487
https://challonge.com/llb_delta8,llb_delta8,a5eb02e276cfbbe7075bf4c2,,2571489233
https://challonge.com/llb_delta9,llb_delta9,a5eb02e276cfbbe7075bf4c2,,2589363159
https://challonge.com/w066kdjy,w066kdjy,,rnGfrBw8SsU,
https://challonge.com/EHEU1,EHEU1,,,
https://challonge.com/EHNA1,EHNA1,,,
https://challonge.com/twitchdottvslashkirbbbbb,twitchdottvslashkirbbbbb,,,2601396084
