url,name,subdomain,yt_vods,twitch_vods
http://llt.challonge.com/EUminillt18,EUminillt18,llt,,
http://llt.challonge.com/naminillt20,naminillt20,llt,list=PLarcX-0dWfiShuHr1D4LpRCaJ15ziDK0L,
http://llt.challonge.com/EUminillt17,EUminillt17,llt,,
http://www.challonge.com/tasty2,tasty2,,,
http://llt.challonge.com/naminillt19,naminillt19,llt,list=PLarcX-0dWfiRvDVCZtulUE_vB_-xH_obA,
http://llt.challonge.com/llt27,llt27,llt,list=PLwrJnX5CdA9-Q7PlZ-94yhxDy_3u_a5mN,
http://llt.challonge.com/EUminillt16,EUminillt16,llt,,
http://llt.challonge.com/naminillt18,naminillt18,llt,list=PLarcX-0dWfiTRYFTY5G-hBU6hlT_a2IDX,
http://llt.challonge.com/llt26,llt26,llt,list=PLwrJnX5CdA99Ts71oiILCFf40G1iiqvaR,
http://www.challonge.com/tasty1,tasty1,,list=PLwrJnX5CdA9-zQTcdx5vUIkILBaKmw1jz,
http://llt.challonge.com/EUminillt15,EUminillt15,llt,https://www.youtube.com/playlist?list=PLwrJnX5CdA997v9smCB1hi8VXIJK0-zIf,
http://www.challonge.com/LLAUXXX,LLAUXXX,,,
http://llt.challonge.com/naminillt17,naminillt17,llt,,
http://llt.challonge.com/llt25,llt25,llt,ito_fJxfPkQ;list=PLwrJnX5CdA99YyogEcJ3SGM2rCe8GCDDU,
http://www.challonge.com/shftd2,shftd2,,list=PLwrJnX5CdA9_iOBruxMLpx-5bEItfeL1M,
http://llt.challonge.com/naminillt16,naminillt16,llt,,40783218
http://llt.challonge.com/llt24,llt24,llt,,
http://llt.challonge.com/EUminillt14,EUminillt14,llt,list=PLwrJnX5CdA9_J18oYZo4w4d0dEFEFjLOi,
http://llt.challonge.com/naminillt15,naminillt15,llt,,
http://llt.challonge.com/llt23,llt23,llt,list=PLwrJnX5CdA98owGj9_nmJYxgcrfI46eO5,
http://www.challonge.com/fridayLL,fridayLL,,,
http://www.challonge.com/LLAU4,LLAU4,,,
http://llt.challonge.com/naminillt14,naminillt14,llt,,41097473
http://www.challonge.com/LLAU3,LLAU3,,,
http://llt.challonge.com/llt22,llt22,llt,_MsdOyISxC0,41191630
http://llt.challonge.com/EUminillt13,EUminillt13,llt,,
http://llt.challonge.com/naminillt13,naminillt13,llt,,
http://llt.challonge.com/llt21,llt21,llt,,
http://www.challonge.com/LLAU,LLAU,,,
http://llt.challonge.com/EUminillt12,EUminillt12,llt,,
http://llt.challonge.com/naminillt12,naminillt12,llt,,
http://llt.challonge.com/llt20,llt20,llt,,
http://llt.challonge.com/EUminillt11,EUminillt11,llt,,
http://llt.challonge.com/naminillt11,naminillt11,llt,,
http://llt.challonge.com/llt19,llt19,llt,rgG_A8D0qbI,
http://llt.challonge.com/llt18,llt18,llt,,
http://llt.challonge.com/naminillt10,naminillt10,llt,,
http://llt.challonge.com/llt17,llt17,llt,Rcf5xUlSc9c;u_ZlYc8z4a4;sm3L48YaOmc,42234626;42234812;42234058
http://llt.challonge.com/llt16,llt16,llt,,
http://llt.challonge.com/naminillt9,naminillt9,llt,,
http://llt.challonge.com/llt15,llt15,llt,,
http://llt.challonge.com/naminillt8,naminillt8,llt,EGquKJlQHZE,
http://llt.challonge.com/EUminillt10,EUminillt10,llt,,
http://llt.challonge.com/llt14,llt14,llt,,
http://www.challonge.com/LLLS1,LLLS1,,,
http://llt.challonge.com/EUminillt9,EUminillt9,llt,,
http://www.challonge.com/LLLseedingtourney1,LLLseedingtourney1,,,
http://llt.challonge.com/llt13,llt13,llt,,
http://llt.challonge.com/naminillt7,naminillt7,llt,,
http://llt.challonge.com/EUminillt8,EUminillt8,llt,,
http://llt.challonge.com/llt12,llt12,llt,,
http://llt.challonge.com/naminillt6,naminillt6,llt,,
http://llt.challonge.com/EUminillt7,EUminillt7,llt,,
http://llt.challonge.com/llt11,llt11,llt,,
http://llt.challonge.com/naminillt5,naminillt5,llt,,44861141;44860955;44860687;44860326;44860529;44860170;44859886
http://llt.challonge.com/EUminillt6,EUminillt6,llt,,
http://llt.challonge.com/llt10,llt10,llt,2EbN05Z9iJ0,
http://llt.challonge.com/naminillt4,naminillt4,llt,,
http://llt.challonge.com/euminillt5,euminillt5,llt,,
http://llt.challonge.com/llt9,llt9,llt,nSa3ZGVfMUQ,45027475
http://www.challonge.com/doIlooklikeicare,doIlooklikeicare,,,
http://llt.challonge.com/mttllt1,mttllt1,llt,,
http://www.challonge.com/LLInvitational2,LLInvitational2,,,
http://llt.challonge.com/llt8,llt8,llt,1drD8m91sjc,
http://llt.challonge.com/euminillt4,euminillt4,llt,,
http://llt.challonge.com/euminillt4gf,euminillt4gf,llt,,
http://llt.challonge.com/naminillt3,naminillt3,llt,F22Cq0eRawc,45270566
http://llt.challonge.com/llt7,llt7,llt,xzWX9wuPAzE;L4dpYmfhZB4,45270536
http://llt.challonge.com/naminillt2,naminillt2,llt,,
http://llt.challonge.com/euminillt3,euminillt3,llt,,
http://llt.challonge.com/llt6,llt6,llt,,
http://llt.challonge.com/llt5,llt5,llt,ShNB9AdEr9Q,
http://llt.challonge.com/naminillt1,naminillt1,llt,,
http://www.challonge.com/LLInvitational1,LLInvitational1,,,
http://llt.challonge.com/euminillt2,euminillt2,llt,3N0QkQS2DQs;TGKRBFXBXu8,
http://llt.challonge.com/llt4,llt4,llt,jS3r-gLl6c0,
http://llt.challonge.com/euminillt1,euminillt1,llt,d1HIFhVI1bI,
http://llt.challonge.com/llt3,llt3,llt,FY2ci-1PS7A;Uf6O0GT98s8,
http://llt.challonge.com/minillt2,minillt2,llt,list=PLwFIXsnM7KadZXAMNdd8-2o2LhJN5iZg-,
http://www.challonge.com/rLLTourney1,rLLTourney1,,d_v_LkiSEaI,
http://llt.challonge.com/llt2,llt2,llt,Y5XWQpOdZXc,
http://www.challonge.com/minillt1,minillt1,,,
http://www.challonge.com/testllt1,testllt1,,uTsIvZaH78E;9GaTNieQK8c;list=PLQHoRUdb_wc0BiNzqmWMo8v3wJMXb48o3,
https://challonge.com/ll1grandslam,ll1grandslam,,,
